customer_id,age,marital_status,rented,family_size,childrens,income_range
1443,63.0,0,0,1,0,Upper
1444,50.5,1,0,2,0,Upper
1449,50.5,0,1,4,2,Middle
1450,40.5,0,1,1,0,Middle
1451,40.5,-1,0,2,0,Upper Middle
1452,70.0,1,0,2,0,Upper Middle
1453,50.5,-1,0,2,0,Upper Middle
1455,40.5,1,0,3,1,Middle
1457,50.5,0,0,1,0,Upper Middle
1458,50.5,1,0,3,1,Upper Middle
1460,50.5,1,0,2,0,Upper
1461,50.5,1,0,2,0,Upper Middle
1463,40.5,1,0,5,3,Upper Middle
1464,21.5,-1,0,1,0,Middle
1466,50.5,-1,0,1,0,Upper
1467,40.5,1,0,2,0,Upper Middle
1469,50.5,-1,0,2,0,Upper
1471,50.5,-1,0,1,0,Upper Middle
1472,40.5,1,0,5,3,Middle
1473,40.5,-1,0,1,0,Upper Middle
1475,70.0,-1,0,3,2,Middle
1477,50.5,-1,0,1,0,Upper Middle
1478,63.0,-1,0,1,0,Upper Middle
1479,21.5,-1,0,1,0,Upper Middle
1483,50.5,-1,0,2,0,Middle
1485,50.5,1,0,2,0,Upper Middle
1489,50.5,1,0,2,0,Middle
1490,30.5,0,0,1,0,Upper Middle
1491,30.5,-1,0,2,0,Middle
1492,50.5,1,1,2,0,Middle
1494,50.5,-1,0,2,0,Middle
1496,30.5,1,0,2,0,Middle
1500,50.5,-1,0,2,0,Upper
1502,50.5,-1,0,1,0,Middle
1504,30.5,1,0,5,3,Upper Middle
1506,50.5,-1,0,1,0,Upper Middle
1512,30.5,1,0,2,0,Upper Middle
1514,40.5,-1,0,1,0,Upper Middle
1518,40.5,1,0,3,1,Middle
1519,30.5,-1,0,1,0,Middle
1520,30.5,1,0,3,1,Upper Middle
1521,50.5,1,0,2,0,Upper Middle
1523,70.0,1,0,2,0,Middle
1528,50.5,-1,0,3,1,Middle
1529,50.5,1,0,5,3,Upper
1533,21.5,-1,0,1,0,Middle
1534,40.5,1,0,3,1,Upper Middle
1537,21.5,-1,0,1,0,Middle
1538,40.5,1,0,5,3,Upper Middle
1544,50.5,-1,0,1,0,Middle
1545,40.5,-1,0,2,0,Upper Middle
1546,40.5,1,0,2,0,Middle
1547,50.5,1,0,2,0,Upper Middle
1551,50.5,0,0,1,0,Upper Middle
1552,50.5,0,0,2,0,Middle
1558,40.5,1,0,3,1,Upper Middle
1566,30.5,-1,0,2,0,Upper
1569,50.5,0,0,1,0,Upper Middle
1572,40.5,0,0,1,0,Middle
1573,50.5,0,0,1,0,Middle
1574,40.5,1,0,2,0,Upper Middle
1577,40.5,-1,0,2,0,Upper Middle
1578,50.5,1,0,3,1,Upper Middle
1579,50.5,-1,0,1,0,Middle
1580,30.5,-1,0,2,0,Upper Middle
1581,30.5,-1,0,3,1,Middle
