brand_type,item_id,category_updated,brand_category
Established,2151,Grocery,Medium
Local,2152,Others,Large
Established,2153,Grocery,Large
Established,2154,Pharmaceutical,Small
Established,2155,Pharmaceutical,Large
Established,2156,Pharmaceutical,Large
Established,2157,Others,Medium
Established,2158,Grocery,Small
Local,2159,Grocery,Large
Established,2160,Grocery,Small
Established,2161,Others,Medium
Established,2162,Grocery,Large
Established,2163,Grocery,Large
Established,2164,Others,Medium
Established,2165,Others,Medium
Established,2166,Grocery,Large
Local,2167,Others,Large
Local,2168,Grocery,Large
Established,2169,Pharmaceutical,Small
Established,2170,Others,Large
Established,2171,Grocery,Large
Local,2172,Grocery,Large
Established,2173,Others,Large
Established,2174,Grocery,Large
Established,2175,Others,Large
Established,2176,Others,Medium
Established,2177,Pharmaceutical,Large
Local,2178,Grocery,Large
Established,2179,Others,Large
Local,2180,Grocery,Large
Local,2181,Grocery,Large
Established,2182,Others,Large
Established,2183,Others,Small
Established,2184,Others,Large
Local,2185,Grocery,Large
Established,2186,Grocery,Large
Established,2187,Others,Large
Established,2188,Others,Large
Established,2189,Grocery,Large
Established,2190,Grocery,Large
Local,2191,Others,Large
Established,2192,Others,Large
Established,2193,Pharmaceutical,Large
Local,2194,Pharmaceutical,Large
Established,2195,Others,Medium
Established,2196,Others,Small
Established,2197,Pharmaceutical,Small
Local,2198,Pharmaceutical,Large
Established,2199,Pharmaceutical,Medium
Established,2200,Grocery,Large
Local,2201,Others,Large
Established,2202,Others,Large
Established,2203,Pharmaceutical,Large
Established,2204,Others,Small
Established,2205,Others,Large
Established,2206,Pharmaceutical,Large
Established,2207,Grocery,Medium
Established,2208,Others,Large
Established,2209,Others,Medium
Established,2210,Pharmaceutical,Small
Established,2211,Others,Large
Established,2212,Others,Large
Established,2213,Others,Large
Established,2214,Others,Small
Established,2215,Others,Large
Established,2216,Others,Large
Established,2217,Others,Small
Established,2218,Others,Large
Established,2219,Pharmaceutical,Large
Established,2220,Others,Large
Established,2221,Others,Small
Established,2222,Others,Large
Established,2223,Grocery,Medium
Established,2224,Others,Large
Established,2225,Others,Large
Established,2226,Others,Large
Established,2227,Grocery,Large
Established,2228,Others,Large
Established,2229,Others,Large
Established,2230,Others,Large
Established,2231,Others,Large
Established,2232,Others,Large
Established,2233,Others,Large
Established,2234,Grocery,Large
Established,2235,Others,Large
Established,2236,Others,Medium
Established,2237,Grocery,Small
Established,2238,Others,Large
Established,2239,Grocery,Large
Established,2240,Others,Large
Established,2241,Others,Small
Established,2242,Others,Small
Established,2243,Others,Small
Established,2244,Others,Large
Established,2245,Grocery,Small
Established,2246,Others,Large
Established,2247,Grocery,Small
Established,2248,Others,Large
Established,2249,Others,Large
Local,2250,Others,Large
Established,2251,Grocery,Large
Established,2252,Others,Large
Established,2253,Others,Large
Established,2254,Grocery,Small
Established,2255,Others,Large
Established,2256,Others,Large
Local,2257,Others,Large
Established,2258,Others,Large
Established,2259,Others,Large
Established,2260,Others,Large
Established,2261,Others,Large
Established,2262,Grocery,Large
Local,2263,Grocery,Large
Established,2264,Grocery,Small
Established,2265,Grocery,Large
Established,2266,Pharmaceutical,Large
Established,2267,Others,Large
Established,2268,Grocery,Large
Established,2269,Others,Large
Local,2270,Grocery,Large
Local,2271,Grocery,Large
Established,2272,Others,Large
Established,2273,Grocery,Large
Established,2274,Pharmaceutical,Small
Established,2275,Others,Small
Established,2276,Grocery,Small
Established,2277,Grocery,Small
Established,2278,Grocery,Large
Established,2279,Others,Medium
Local,2280,Pharmaceutical,Large
Established,2281,Grocery,Small
Established,2282,Others,Medium
Established,2283,Others,Large
Established,2284,Others,Medium
Local,2285,Grocery,Large
Established,2286,Others,Large
Established,2287,Grocery,Small
Established,2288,Others,Medium
Local,2289,Grocery,Large
Established,2290,Pharmaceutical,Large
Established,2291,Grocery,Small
Established,2292,Grocery,Small
Established,2293,Others,Medium
Established,2294,Others,Large
Established,2295,Others,Large
Established,2296,Grocery,Small
Established,2297,Pharmaceutical,Large
Local,2298,Others,Large
Established,2299,Others,Large
Established,2300,Grocery,Medium
Established,2301,Grocery,Small
Established,2302,Grocery,Large
Established,2303,Pharmaceutical,Small
Established,2304,Grocery,Medium
Established,2305,Grocery,Small
Established,2306,Grocery,Large
Established,2307,Grocery,Large
Established,2308,Others,Medium
Established,2309,Grocery,Large
Established,2310,Others,Medium
Established,2311,Others,Large
Established,2312,Grocery,Small
Established,2313,Grocery,Large
Established,2314,Others,Medium
Established,2315,Others,Medium
Established,2316,Others,Large
Local,2317,Others,Large
Established,2318,Grocery,Large
Established,2319,Others,Small
Established,2320,Pharmaceutical,Large
Established,2321,Others,Small
Established,2322,Grocery,Large
Established,2323,Pharmaceutical,Large
Local,2324,Pharmaceutical,Large
Established,2325,Others,Small
Local,2326,Grocery,Large
Established,2327,Others,Small
Established,2328,Grocery,Small
Established,2329,Others,Small
Established,2330,Others,Large
Established,2331,Grocery,Large
Established,2332,Grocery,Large
Established,2333,Others,Medium
Established,2334,Pharmaceutical,Large
Established,2335,Others,Large
Established,2336,Others,Small
Established,2337,Others,Medium
Local,2338,Grocery,Large
Local,2339,Grocery,Large
Established,2340,Grocery,Large
Local,2341,Grocery,Large
Established,2342,Others,Medium
Established,2343,Grocery,Large
Established,2344,Grocery,Large
Established,2345,Others,Small
Established,2346,Grocery,Small
Established,2347,Pharmaceutical,Small
Established,2348,Others,Medium
Local,2349,Others,Large
Established,2350,Others,Small
Local,2351,Others,Large
Local,2352,Grocery,Large
Established,2353,Others,Large
Established,2354,Others,Medium
Local,2355,Grocery,Large
Established,2356,Grocery,Large
Local,2357,Grocery,Large
Local,2358,Others,Large
Established,2359,Others,Small
Local,2360,Grocery,Large
Established,2361,Pharmaceutical,Large
Established,2362,Grocery,Large
Established,2363,Others,Medium
Established,2364,Pharmaceutical,Large
Established,2365,Pharmaceutical,Large
Established,2366,Grocery,Large
Established,2367,Grocery,Large
Established,2368,Pharmaceutical,Large
Established,2369,Others,Small
Local,2370,Grocery,Large
Established,2371,Others,Medium
Established,2372,Others,Small
Established,2373,Others,Large
Established,2374,Grocery,Large
Established,2375,Pharmaceutical,Large
Established,2376,Grocery,Large
Established,2377,Grocery,Small
Established,2378,Others,Medium
Local,2379,Others,Large
Local,2380,Grocery,Large
Local,2381,Others,Large
Established,2382,Grocery,Large
Local,2383,Grocery,Large
Established,2384,Others,Small
Established,2385,Pharmaceutical,Small
Established,2386,Grocery,Large
Established,2387,Grocery,Large
Established,2388,Others,Medium
Local,2389,Others,Large
Established,2390,Grocery,Large
Established,2391,Grocery,Medium
Established,2392,Grocery,Large
Established,2393,Grocery,Large
Established,2394,Others,Medium
Established,2395,Others,Medium
Established,2396,Others,Medium
Established,2397,Grocery,Large
Established,2398,Grocery,Large
Established,2399,Grocery,Large
Established,2400,Others,Large
Established,2401,Grocery,Large
Established,2402,Grocery,Large
Established,2403,Grocery,Small
Established,2404,Grocery,Large
Established,2405,Pharmaceutical,Large
Established,2406,Pharmaceutical,Small
Established,2407,Grocery,Large
Established,2408,Pharmaceutical,Large
Established,2409,Grocery,Large
Established,2410,Others,Large
Established,2411,Others,Medium
Established,2412,Grocery,Large
Established,2413,Pharmaceutical,Large
Established,2414,Grocery,Large
Local,2415,Others,Large
Established,2416,Grocery,Large
Established,2417,Others,Large
Established,2418,Grocery,Large
Established,2419,Pharmaceutical,Large
Local,2420,Grocery,Large
Local,2421,Others,Large
Established,2422,Grocery,Large
Local,2423,Grocery,Large
Established,2424,Grocery,Large
Established,2425,Others,Medium
Established,2426,Others,Medium
Established,2427,Grocery,Large
Established,2428,Grocery,Large
Established,2429,Others,Medium
Established,2430,Others,Medium
Established,2431,Grocery,Large
Established,2432,Grocery,Large
Established,2433,Others,Small
Established,2434,Pharmaceutical,Large
Established,2435,Grocery,Large
Local,2436,Grocery,Large
Established,2437,Grocery,Large
Local,2438,Pharmaceutical,Large
Established,2439,Others,Large
Established,2440,Others,Medium
Established,2441,Others,Medium
Local,2442,Grocery,Large
Established,2443,Grocery,Small
Established,2444,Others,Large
Established,2445,Grocery,Large
Established,2446,Grocery,Small
Established,2447,Grocery,Large
Established,2448,Grocery,Medium
Established,2449,Pharmaceutical,Large
Local,2450,Grocery,Large
Established,2451,Others,Medium
Established,2452,Others,Medium
Established,2453,Grocery,Large
Established,2454,Pharmaceutical,Small
Established,2455,Grocery,Large
Established,2456,Grocery,Large
Established,2457,Grocery,Large
Established,2458,Others,Large
Established,2459,Pharmaceutical,Large
Established,2460,Grocery,Large
Established,2461,Others,Small
Established,2462,Grocery,Large
Established,2463,Grocery,Large
Local,2464,Grocery,Large
Established,2465,Grocery,Large
Local,2466,Grocery,Large
Established,2467,Others,Medium
Established,2468,Pharmaceutical,Large
Local,2469,Grocery,Large
Established,2470,Pharmaceutical,Small
Local,2471,Grocery,Large
Established,2472,Others,Large
Local,2473,Others,Large
Established,2474,Grocery,Large
Established,2475,Pharmaceutical,Large
Established,2476,Others,Large
Established,2477,Others,Medium
Established,2478,Pharmaceutical,Large
Established,2479,Grocery,Large
Local,2480,Others,Large
Established,2481,Grocery,Large
Established,2482,Pharmaceutical,Large
Established,2483,Grocery,Large
Established,2484,Grocery,Large
Established,2485,Grocery,Large
Local,2486,Pharmaceutical,Large
Local,2487,Grocery,Large
Established,2488,Others,Large
Established,2489,Grocery,Large
Local,2490,Grocery,Large
Established,2491,Others,Large
Established,2492,Others,Large
Established,2493,Grocery,Large
Established,2494,Others,Medium
Established,2495,Grocery,Large
Established,2496,Pharmaceutical,Large
Established,2497,Grocery,Large
Established,2498,Grocery,Large
Established,2499,Grocery,Small
Local,2500,Grocery,Large
Established,2501,Grocery,Small
Established,2502,Grocery,Large
Established,2503,Others,Medium
Established,2504,Pharmaceutical,Large
Local,2505,Grocery,Large
Established,2506,Others,Medium
Established,2507,Pharmaceutical,Large
Established,2508,Others,Large
Local,2509,Grocery,Large
Established,2510,Pharmaceutical,Large
Established,2511,Grocery,Large
Established,2512,Pharmaceutical,Large
Established,2513,Grocery,Large
Established,2514,Pharmaceutical,Medium
Established,2515,Grocery,Small
Local,2516,Grocery,Large
Established,2517,Grocery,Large
Established,2518,Grocery,Large
Established,2519,Pharmaceutical,Large
Established,2520,Pharmaceutical,Large
Local,2521,Grocery,Large
Local,2522,Grocery,Large
Established,2523,Grocery,Large
Established,2524,Others,Large
Local,2525,Grocery,Large
Established,2526,Pharmaceutical,Large
Established,2527,Grocery,Small
Established,2528,Pharmaceutical,Large
Local,2529,Grocery,Large
Established,2530,Pharmaceutical,Medium
Established,2531,Pharmaceutical,Large
Local,2532,Grocery,Large
Established,2533,Pharmaceutical,Large
Established,2534,Others,Large
Local,2535,Grocery,Large
Established,2536,Grocery,Large
Local,2537,Grocery,Large
Established,2538,Grocery,Large
Local,2539,Others,Large
Local,2540,Others,Large
Established,2541,Pharmaceutical,Large
Established,2542,Grocery,Large
Local,2543,Grocery,Large
Local,2544,Others,Large
Established,2545,Grocery,Large
Established,2546,Others,Large
Established,2547,Others,Medium
Local,2548,Grocery,Large
Established,2549,Others,Large
Established,2550,Grocery,Large
Local,2551,Others,Large
Local,2552,Pharmaceutical,Large
Local,2553,Grocery,Large
Local,2554,Others,Large
Established,2555,Grocery,Large
Local,2556,Others,Large
Established,2557,Grocery,Large
Established,2558,Others,Small
Established,2559,Grocery,Large
Established,2560,Grocery,Large
Established,2561,Pharmaceutical,Large
Local,2562,Grocery,Large
Established,2563,Others,Medium
Established,2564,Grocery,Small
Established,2565,Others,Small
Established,2566,Pharmaceutical,Large
Established,2567,Grocery,Small
Established,2568,Grocery,Large
Established,2569,Grocery,Large
Established,2570,Others,Medium
Established,2571,Grocery,Small
Local,2572,Grocery,Large
Established,2573,Grocery,Large
Established,2574,Grocery,Medium
Established,2575,Others,Medium
Established,2576,Pharmaceutical,Large
Established,2577,Others,Small
Established,2578,Grocery,Large
Local,2579,Others,Large
Local,2580,Others,Large
Established,2581,Grocery,Medium
Established,2582,Others,Large
Established,2583,Others,Medium
Local,2584,Grocery,Large
Established,2585,Grocery,Large
Established,2586,Grocery,Large
Established,2587,Grocery,Large
Established,2588,Others,Medium
Established,2589,Grocery,Medium
Established,2590,Grocery,Large
Established,2591,Pharmaceutical,Large
Local,2592,Grocery,Large
Local,2593,Grocery,Large
Local,2594,Grocery,Large
Established,2595,Grocery,Medium
Established,2596,Grocery,Medium
Established,2597,Others,Medium
Established,2598,Others,Medium
Established,2599,Grocery,Large
Established,2600,Others,Small
Established,2601,Others,Large
Established,2602,Pharmaceutical,Large
Established,2603,Grocery,Large
Established,2604,Pharmaceutical,Large
Established,2605,Grocery,Large
Established,2606,Pharmaceutical,Large
Local,2607,Grocery,Large
Local,2608,Grocery,Large
Local,2609,Others,Large
Local,2610,Grocery,Large
Local,2611,Grocery,Large
Local,2612,Pharmaceutical,Large
Established,2613,Others,Large
Local,2614,Grocery,Large
Established,2615,Grocery,Large
Local,2616,Others,Large
Established,2617,Others,Large
Established,2618,Grocery,Large
Local,2619,Grocery,Large
Established,2620,Others,Large
Established,2621,Grocery,Large
Local,2622,Grocery,Large
Established,2623,Grocery,Large
Local,2624,Grocery,Large
Established,2625,Grocery,Large
Established,2626,Grocery,Large
Local,2627,Grocery,Large
Established,2628,Grocery,Large
Established,2629,Grocery,Large
Established,2630,Others,Medium
Established,2631,Grocery,Large
Established,2632,Grocery,Large
Established,2633,Grocery,Large
Established,2634,Others,Small
Established,2635,Others,Large
Local,2636,Grocery,Large
Established,2637,Pharmaceutical,Large
Established,2638,Others,Medium
Established,2639,Others,Small
Established,2640,Grocery,Large
Established,2641,Grocery,Medium
Established,2642,Grocery,Medium
Established,2643,Grocery,Large
Local,2644,Others,Large
Established,2645,Grocery,Large
Local,2646,Grocery,Large
Established,2647,Pharmaceutical,Large
Established,2648,Pharmaceutical,Large
Local,2649,Grocery,Large
Established,2650,Grocery,Large
Local,2651,Grocery,Large
Established,2652,Grocery,Large
Local,2653,Grocery,Large
Established,2654,Pharmaceutical,Small
Established,2655,Others,Medium
Established,2656,Others,Medium
Established,2657,Grocery,Large
Established,2658,Others,Medium
Established,2659,Others,Large
Established,2660,Pharmaceutical,Small
Established,2661,Grocery,Small
Established,2662,Others,Medium
Established,2663,Grocery,Large
Established,2664,Grocery,Medium
Local,2665,Grocery,Large
Local,2666,Grocery,Large
Established,2667,Grocery,Large
Established,2668,Pharmaceutical,Small
Local,2669,Grocery,Large
Local,2670,Pharmaceutical,Large
Established,2671,Others,Medium
Established,2672,Grocery,Large
Established,2673,Others,Large
Established,2674,Grocery,Large
Established,2675,Grocery,Medium
Established,2676,Grocery,Large
Established,2677,Grocery,Large
Established,2678,Pharmaceutical,Large
Established,2679,Pharmaceutical,Large
Established,2680,Others,Small
Established,2681,Others,Small
Established,2682,Pharmaceutical,Large
Established,2683,Others,Medium
Established,2684,Others,Large
Established,2685,Others,Small
Established,2686,Grocery,Large
Established,2687,Grocery,Large
Established,2688,Grocery,Large
Established,2689,Pharmaceutical,Large
Established,2690,Grocery,Large
Established,2691,Grocery,Large
Established,2692,Grocery,Large
Established,2693,Others,Medium
Local,2694,Grocery,Large
Established,2695,Others,Small
Established,2696,Others,Medium
Local,2697,Others,Large
Established,2698,Grocery,Medium
Established,2699,Others,Medium
Established,2700,Grocery,Large
Established,2701,Grocery,Large
Established,2702,Others,Large
Established,2703,Others,Large
Established,2704,Grocery,Large
Local,2705,Others,Large
Established,2706,Grocery,Large
Established,2707,Others,Medium
Established,2708,Others,Medium
Established,2709,Others,Medium
Established,2710,Others,Medium
Established,2711,Grocery,Large
Local,2712,Others,Large
Established,2713,Grocery,Large
Established,2714,Pharmaceutical,Large
Established,2715,Others,Medium
Local,2716,Others,Large
Established,2717,Others,Medium
Established,2718,Pharmaceutical,Large
Local,2719,Others,Large
Established,2720,Pharmaceutical,Large
Established,2721,Others,Large
Established,2722,Grocery,Large
Established,2723,Others,Small
Local,2724,Grocery,Large
Local,2725,Grocery,Large
Established,2726,Grocery,Large
Established,2727,Pharmaceutical,Large
Local,2728,Grocery,Large
Established,2729,Others,Medium
Established,2730,Grocery,Large
Local,2731,Grocery,Large
Established,2732,Others,Medium
Established,2733,Grocery,Large
Established,2734,Others,Small
Established,2735,Others,Medium
Local,2736,Others,Large
Established,2737,Others,Small
Local,2738,Pharmaceutical,Large
Established,2739,Grocery,Medium
Established,2740,Others,Medium
Established,2741,Grocery,Medium
Established,2742,Pharmaceutical,Large
Established,2743,Grocery,Large
Established,2744,Pharmaceutical,Large
Local,2745,Others,Large
Established,2746,Others,Medium
Established,2747,Grocery,Small
Established,2748,Grocery,Large
Established,2749,Grocery,Large
Established,2750,Pharmaceutical,Medium
Established,2751,Grocery,Large
Established,2752,Grocery,Large
Established,2753,Grocery,Large
Local,2754,Grocery,Large
Established,2755,Grocery,Small
Local,2756,Grocery,Large
Established,2757,Grocery,Large
Established,2758,Grocery,Large
Established,2759,Pharmaceutical,Small
Established,2760,Grocery,Large
Established,2761,Others,Medium
Established,2762,Grocery,Large
Local,2763,Grocery,Large
Local,2764,Grocery,Large
Local,2765,Grocery,Large
Established,2766,Pharmaceutical,Large
Local,2767,Grocery,Large
Established,2768,Others,Medium
Local,2769,Grocery,Large
Established,2770,Grocery,Large
Local,2771,Grocery,Large
Established,2772,Grocery,Large
Established,2773,Others,Large
Local,2774,Others,Large
Local,2775,Grocery,Large
Established,2776,Others,Medium
Established,2777,Grocery,Medium
Established,2778,Grocery,Large
Established,2779,Others,Medium
Established,2780,Grocery,Large
Established,2781,Grocery,Large
Local,2782,Grocery,Large
Local,2783,Others,Large
Established,2784,Others,Medium
Established,2785,Grocery,Large
Established,2786,Others,Small
Established,2787,Others,Large
Local,2788,Grocery,Large
Established,2789,Grocery,Small
Established,2790,Others,Medium
Local,2791,Grocery,Large
Established,2792,Grocery,Large
Established,2793,Others,Small
Local,2794,Others,Large
Established,2795,Grocery,Large
Established,2796,Others,Large
Established,2797,Grocery,Large
Established,2798,Grocery,Medium
Local,2799,Others,Large
Established,2800,Pharmaceutical,Large
Local,2801,Grocery,Large
Local,2802,Grocery,Large
Established,2803,Others,Small
Established,2804,Grocery,Large
Established,2805,Grocery,Large
Established,2806,Others,Small
Local,2807,Pharmaceutical,Large
Established,2808,Grocery,Large
Established,2809,Grocery,Large
Local,2810,Grocery,Large
Established,2811,Others,Small
Established,2812,Pharmaceutical,Small
Local,2813,Grocery,Large
Local,2814,Grocery,Large
Local,2815,Grocery,Large
Established,2816,Others,Large
Established,2817,Pharmaceutical,Small
Local,2818,Others,Large
Established,2819,Grocery,Large
Established,2820,Others,Small
Established,2821,Others,Medium
Established,2822,Others,Small
Established,2823,Pharmaceutical,Small
Established,2824,Grocery,Large
Established,2825,Grocery,Large
Established,2826,Grocery,Large
Established,2827,Grocery,Large
Local,2828,Grocery,Large
Established,2829,Grocery,Medium
Established,2830,Grocery,Large
Established,2831,Grocery,Medium
Established,2832,Grocery,Large
Established,2833,Pharmaceutical,Small
Established,2834,Grocery,Large
Established,2835,Grocery,Large
Established,2836,Grocery,Large
Established,2837,Others,Medium
Established,2838,Grocery,Large
Established,2839,Grocery,Large
Local,2840,Grocery,Large
Established,2841,Grocery,Medium
Local,2842,Grocery,Large
Established,2843,Grocery,Large
Local,2844,Others,Large
Established,2845,Grocery,Large
Established,2846,Grocery,Large
Established,2847,Grocery,Large
Established,2848,Grocery,Large
Local,2849,Grocery,Large
Established,2850,Grocery,Large
Established,2851,Grocery,Large
Established,2852,Others,Medium
Established,2853,Pharmaceutical,Small
Established,2854,Others,Medium
Established,2855,Grocery,Medium
Established,2856,Others,Medium
Local,2857,Grocery,Large
Local,2858,Grocery,Large
Established,2859,Others,Small
Local,2860,Grocery,Large
Local,2861,Grocery,Large
Local,2862,Others,Large
Local,2863,Others,Large
Established,2864,Pharmaceutical,Large
Established,2865,Grocery,Large
Established,2866,Grocery,Large
Established,2867,Grocery,Large
Established,2868,Grocery,Large
Local,2869,Others,Large
Local,2870,Grocery,Large
Established,2871,Grocery,Large
Established,2872,Grocery,Large
Established,2873,Others,Large
Established,2874,Grocery,Large
Local,2875,Grocery,Large
Established,2876,Grocery,Large
Established,2877,Grocery,Small
Established,2878,Grocery,Large
Established,2879,Pharmaceutical,Large
Established,2880,Others,Medium
Established,2881,Grocery,Small
Local,2882,Grocery,Large
Established,2883,Grocery,Small
Established,2884,Grocery,Small
Established,2885,Others,Medium
Local,2886,Others,Large
Established,2887,Grocery,Large
Established,2888,Others,Medium
Established,2889,Others,Small
Established,2890,Grocery,Large
Established,2891,Grocery,Large
Established,2892,Grocery,Large
Established,2893,Others,Large
Established,2894,Grocery,Large
Established,2895,Grocery,Large
Established,2896,Grocery,Large
Local,2897,Grocery,Large
Local,2898,Others,Large
Local,2899,Others,Large
Local,2900,Grocery,Large
Established,2901,Others,Medium
Local,2902,Grocery,Large
Established,2903,Grocery,Large
Established,2904,Grocery,Large
Established,2905,Grocery,Large
Local,2906,Pharmaceutical,Large
Established,2907,Others,Small
Established,2908,Others,Medium
Established,2909,Others,Small
Local,2910,Others,Large
Established,2911,Pharmaceutical,Large
Established,2912,Grocery,Large
Established,2913,Grocery,Large
Established,2914,Others,Small
Established,2915,Others,Small
Established,2916,Grocery,Large
Established,2917,Grocery,Large
Established,2918,Grocery,Large
Established,2919,Grocery,Large
Established,2920,Others,Medium
Established,2921,Pharmaceutical,Large
Established,2922,Grocery,Large
Established,2923,Others,Small
Established,2924,Grocery,Large
Established,2925,Grocery,Medium
Established,2926,Grocery,Large
Established,2927,Grocery,Large
Established,2928,Others,Medium
Established,2929,Grocery,Large
Established,2930,Grocery,Large
Established,2931,Grocery,Medium
Established,2932,Others,Medium
Local,2933,Grocery,Large
Local,2934,Grocery,Large
Established,2935,Grocery,Large
Established,2936,Others,Large
Local,2937,Grocery,Large
Established,2938,Grocery,Small
Established,2939,Others,Small
Established,2940,Grocery,Large
Established,2941,Grocery,Medium
Established,2942,Others,Large
Established,2943,Grocery,Large
Established,2944,Grocery,Large
Established,2945,Others,Medium
Established,2946,Grocery,Large
Established,2947,Others,Small
Established,2948,Pharmaceutical,Large
Local,2949,Grocery,Large
Established,2950,Grocery,Large
Established,2951,Pharmaceutical,Large
Established,2952,Grocery,Medium
Local,2953,Grocery,Large
Local,2954,Others,Large
Established,2955,Others,Medium
Established,2956,Others,Medium
Local,2957,Grocery,Large
Established,2958,Grocery,Large
Established,2959,Others,Medium
Established,2960,Others,Large
Local,2961,Others,Large
Established,2962,Others,Large
Established,2963,Others,Medium
Established,2964,Grocery,Large
Local,2965,Grocery,Large
Established,2966,Grocery,Large
Established,2967,Grocery,Large
Established,2968,Grocery,Medium
Established,2969,Others,Large
Established,2970,Grocery,Medium
Local,2971,Grocery,Large
Established,2972,Grocery,Large
Established,2973,Others,Small
Established,2974,Grocery,Large
Established,2975,Grocery,Large
Local,2976,Grocery,Large
Local,2977,Grocery,Large
Established,2978,Grocery,Large
Established,2979,Others,Medium
Local,2980,Grocery,Large
Established,2981,Grocery,Large
Established,2982,Grocery,Large
Established,2983,Grocery,Large
Established,2984,Grocery,Large
Established,2985,Grocery,Large
Established,2986,Grocery,Large
Established,2987,Pharmaceutical,Large
Local,2988,Others,Large
Established,2989,Others,Medium
Established,2990,Others,Large
Established,2991,Pharmaceutical,Large
Established,2992,Grocery,Large
Established,2993,Pharmaceutical,Large
Local,2994,Others,Large
Established,2995,Pharmaceutical,Large
Local,2996,Grocery,Large
Local,2997,Pharmaceutical,Large
Local,2998,Others,Large
Established,2999,Grocery,Large
Established,3000,Pharmaceutical,Large
Established,3001,Pharmaceutical,Large
Established,3002,Others,Small
Established,3003,Others,Medium
Established,3004,Grocery,Medium
Local,3005,Pharmaceutical,Large
Local,3006,Grocery,Large
Established,3007,Grocery,Large
Established,3008,Others,Large
Local,3009,Others,Large
Established,3010,Pharmaceutical,Medium
Established,3011,Others,Small
Established,3012,Grocery,Large
Local,3013,Others,Large
Local,3014,Grocery,Large
Local,3015,Others,Large
Established,3016,Others,Small
Established,3017,Grocery,Large
Established,3018,Grocery,Large
Established,3019,Others,Medium
Established,3020,Grocery,Large
Established,3021,Others,Small
Established,3022,Others,Small
Established,3023,Grocery,Large
Established,3024,Pharmaceutical,Large
Established,3025,Pharmaceutical,Small
Established,3026,Others,Medium
Established,3027,Grocery,Large
Established,3028,Others,Medium
Established,3029,Others,Large
Established,3030,Others,Medium
Established,3031,Pharmaceutical,Large
Established,3032,Grocery,Large
Established,3033,Grocery,Large
Local,3034,Grocery,Large
Established,3035,Grocery,Large
Established,3036,Pharmaceutical,Small
Established,3037,Grocery,Large
Established,3038,Grocery,Large
Local,3039,Grocery,Large
Established,3040,Others,Small
Established,3041,Others,Large
Local,3042,Others,Large
Established,3043,Grocery,Large
Established,3044,Others,Medium
Established,3045,Others,Large
Established,3046,Grocery,Large
Local,3047,Pharmaceutical,Large
Local,3048,Grocery,Large
Established,3049,Grocery,Large
Established,3050,Grocery,Large
Established,3051,Grocery,Large
Established,3052,Others,Medium
Established,3053,Others,Large
Established,3054,Grocery,Large
Local,3055,Grocery,Large
Local,3056,Grocery,Large
Established,3057,Grocery,Large
Established,3058,Grocery,Large
Established,3059,Others,Medium
Established,3060,Pharmaceutical,Medium
Established,3061,Grocery,Large
Local,3062,Grocery,Large
Established,3063,Grocery,Medium
Established,3064,Grocery,Large
Established,3065,Grocery,Large
Established,3066,Grocery,Large
Established,3067,Grocery,Large
Established,3068,Others,Large
Established,3069,Grocery,Large
Established,3070,Grocery,Large
Established,3071,Others,Large
Established,3072,Pharmaceutical,Large
Established,3073,Others,Medium
Established,3074,Others,Small
Established,3075,Others,Medium
Established,3076,Grocery,Large
Established,3077,Grocery,Large
Established,3078,Pharmaceutical,Large
Established,3079,Others,Large
Established,3080,Grocery,Large
Established,3081,Others,Large
Local,3082,Others,Large
Established,3083,Others,Medium
Established,3084,Others,Medium
Established,3085,Others,Small
Local,3086,Grocery,Large
Established,3087,Grocery,Large
Established,3088,Others,Large
Established,3089,Grocery,Small
Established,3090,Grocery,Large
Established,3091,Grocery,Large
Local,3092,Grocery,Large
Established,3093,Grocery,Large
Established,3094,Grocery,Large
Established,3095,Grocery,Large
Established,3096,Others,Large
Established,3097,Grocery,Large
Established,3098,Others,Small
Local,3099,Others,Large
Established,3100,Grocery,Large
Local,3101,Grocery,Large
Established,3102,Grocery,Medium
Established,3103,Pharmaceutical,Large
Local,3104,Grocery,Large
Established,3105,Grocery,Large
Established,3106,Grocery,Large
Established,3107,Others,Medium
Established,3108,Others,Large
Established,3109,Grocery,Large
Established,3110,Grocery,Large
Established,3111,Grocery,Large
Established,3112,Grocery,Large
Local,3113,Grocery,Large
Established,3114,Grocery,Large
Established,3115,Grocery,Large
Established,3116,Grocery,Large
Established,3117,Grocery,Large
Established,3118,Grocery,Large
Established,3119,Grocery,Large
Local,3120,Grocery,Large
Local,3121,Grocery,Large
Established,3122,Others,Large
Established,3123,Grocery,Large
Local,3124,Grocery,Large
Local,3125,Grocery,Large
Established,3126,Grocery,Large
Local,3127,Grocery,Large
Established,3128,Grocery,Large
Established,3129,Others,Large
Established,3130,Grocery,Large
Established,3131,Grocery,Medium
Local,3132,Grocery,Large
Local,3133,Grocery,Large
Established,3134,Grocery,Large
Established,3135,Grocery,Large
Established,3136,Others,Large
Established,3137,Pharmaceutical,Large
Established,3138,Others,Large
Established,3139,Grocery,Large
Established,3140,Grocery,Large
Established,3141,Grocery,Large
Established,3142,Others,Large
Established,3143,Grocery,Large
Established,3144,Grocery,Large
Local,3145,Grocery,Large
Established,3146,Grocery,Large
Local,3147,Pharmaceutical,Large
Established,3148,Grocery,Large
Established,3149,Grocery,Large
Local,3150,Grocery,Large
Established,3151,Grocery,Large
Local,3152,Grocery,Large
